UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
450614,2,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",19260,"R",19260,"R",19260,"R",19260,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7031,"R",7385,"R",7547,"R",7805,"R",6235,"R",6547,"R",6966,"R",7203,"R",6235,"R",6547,"R",6966,"R",7203,"12.0413","R",10000,"R",499,"R",800,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450632,3,"51.3501","R",12950,"A",.,"R",720,1,"R",10,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"31.0507","R",9950,"A",.,"R",600,1,"R",10,"51.3602","R",2750,"R",200,"R",200,1,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450641,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",18495,"R",18495,"R",18495,"R",18495,"R",2300,"R",2300,"R",2300,"R",2300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4655,"R",4655,"R",4655,"R",4655,"R",1881,"R",1881,"R",1881,"R",1881,"R",1000,"R",1000,"R",1000,"R",1000,"12.0402","R",9540,"R",1300,"R",900,1,"R",6,"12.0409","R",12750,"R",3000,"R",750,1,"R",5,"12.0409","R",10200,"R",1600,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450650,6,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",26,"R",17500,"R",18325,"R",18700,"R",19100,"R",2200,"R",2100,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12396,"R",12396,"R",12396,"R",14077,"R",7250,"R",7250,"R",7250,"R",5417,"R",7943,"R",6075,"R",6075,"R",4630,"12.0409","R",7600,"R",1600,"R",600,1,"R",4,"51.3501","R",10600,"R",1300,"R",750,1,"R",5,"12.0410","R",2600,"R",1100,"R",300,1,"R",3,"12.0402","R",12100,"R",2200,"R",1000,1,"R",12,"51.3305","R",11900,"R",1300,"R",1000,1,"R",10,
450696,9,"51.0801","A",.,"A",.,"R",36,2,"R",9,"R",36,"R",36,"R",36,"R",17908,"R",14322,"R",18163,"R",18163,"R",605,"R",620,"R",695,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13293,"R",13779,"R",13779,"R",16200,"R",4239,"R",4248,"R",4248,"R",4950,"R",4239,"R",4248,"R",4248,"R",4950,"01.8301","R",33546,"R",1460,"R",64,2,"R",20,"51.0601","R",19652,"R",750,"R",36,2,"R",8,"51.0714","R",18450,"R",1129,"R",36,2,"R",8,"51.0805","R",18171,"R",785,"R",36,2,"R",8,"51.0716","R",18246,"R",830,"R",36,2,"R",8,
450702,7,"51.0801","A",.,"A",.,"R",36,2,"R",9,"R",36,"R",36,"R",36,"R",17908,"R",14322,"R",18163,"R",18163,"R",605,"R",620,"R",695,"R",695,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13293,"R",13779,"R",13779,"R",16200,"R",4239,"R",4248,"R",4248,"R",4950,"R",4239,"R",4248,"R",4248,"R",4950,"01.8301","R",33546,"R",1460,"R",64,2,"R",20,"51.0601","R",19652,"R",750,"R",36,2,"R",8,"51.0909","R",36514,"R",785,"R",59,2,"R",15,"51.0805","R",18171,"R",785,"R",36,2,"R",8,"43.0109","R",14689,"R",920,"R",33,2,"R",8,
450711,3,"12.0402","A",.,"A",.,"R",1000,1,"R",9,"R",34,"R",900,"R",30,"R",14844,"R",13695,"R",15375,"R",11950,"R",1149,"R",1149,"R",1519,"R",2019,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7820,"R",9350,"R",9350,"R",9350,"R",1700,"R",2040,"R",2040,"R",2040,"R",850,"R",1020,"R",1020,"R",1020,"12.0413","R",9000,"R",419,"R",750,1,"R",6,"12.0413","R",6000,"R",419,"R",500,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450720,3,"12.0409","A",.,"A",.,"R",600,1,"R",8,"R",30,"R",900,"R",45,"A",.,"A",.,"R",11125,"R",11125,"A",.,"A",.,"R",1710,"R",1701,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21420,"R",21420,"A",.,"A",.,"R",11325,"R",11325,"A",.,"A",.,"R",6428,"R",6428,"12.0401","R",19525,"R",3709,"R",1600,1,"R",11,"12.0410","R",7375,"R",2210,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450951,3,"12.0503","A",.,"A",.,"R",55,2,"R",8,"R",30,"R",55,"R",30,"R",25990,"R",25990,"R",25990,"R",25990,"R",1805,"R",1805,"R",1805,"R",1805,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6810,"R",9030,"R",9150,"R",9210,"R",6390,"R",6390,"R",6623,"R",6525,"R",6000,"R",6390,"R",6188,"R",6233,"12.0503","R",8586,"R",1460,"R",18,2,"R",3,"12.0503","R",9300,"R",1325,"R",19,2,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
450960,8,"51.0801","A",.,"A",.,"R",940,1,"R",12,"R",49,"R",900,"R",26,"R",15079,"R",15079,"R",15079,"R",15079,"R",621,"R",621,"R",621,"R",621,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16293,"R",16293,"R",16293,"R",16293,"R",5782,"R",5782,"R",5782,"R",5782,"R",5941,"R",5941,"R",5941,"R",5941,"51.3901","R",17037,"R",833,"R",940,1,"R",14,"51.0910","R",16769,"R",1383,"R",900,1,"R",12,"51.0714","R",14931,"R",694,"R",900,1,"R",12,"51.3902","R",14931,"R",694,"R",900,1,"R",12,"51.0702","R",15207,"R",421,"R",24,2,"R",24,
450988,6,"12.0410","A",.,"A",.,"R",600,1,"R",6,"R",25,"R",900,"R",38,"R",3600,"R",3550,"R",3550,"R",3600,"R",600,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9231,"R",9569,"R",9569,"R",9569,"R",2944,"R",2950,"R",2950,"R",2950,"R",3038,"R",3031,"R",3031,"R",3031,"12.0409","R",3600,"R",600,"R",600,1,"R",6,"12.0401","R",9600,"R",1000,"R",1600,1,"R",16,"12.0402","R",9000,"R",1000,"R",1500,1,"R",14,"51.3501","R",3750,"R",300,"R",600,1,"R",6,"12.0410","R",1200,"R",175,"R",400,1,"R",4,
451042,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",26,"R",16550,"R",16550,"R",16550,"R",16550,"R",5150,"R",5150,"R",5150,"R",5150,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12528,"R",12528,"R",12528,"R",12528,"R",7068,"R",7068,"R",5868,"R",5868,"R",4560,"R",4560,"R",4560,"R",4560,"12.0402","R",7920,"R",3650,"R",1000,1,"R",9,"12.0409","R",7390,"R",4516,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451051,2,"12.0414","R",9675,"R",825,"R",600,1,"R",8,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"51.3501","R",9451,"R",1049,"R",600,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451097,6,"12.0401","A",.,"A",.,"R",1200,1,"R",12,"R",48,"R",900,"R",30,"R",12600,"R",12600,"R",12600,"R",12900,"R",1260,"R",1260,"R",1260,"R",1294,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3744,"R",3744,"R",3744,"R",4272,"R",2508,"R",2508,"R",2508,"R",2820,"R",1704,"R",1704,"R",1704,"R",1800,"12.0402","R",13900,"R",1211,"R",1200,1,"R",12,"12.0410","R",1095,"R",400,"R",240,1,"R",3,"51.3501","R",8500,"R",400,"R",600,1,"R",5,"12.0499","R",6000,"R",1067,"R",600,1,"R",5,"12.0408","R",3095,"R",716,"R",300,1,"R",4,
451103,6,"51.3805","A",.,"A",.,"R",46,2,"R",20,"R",80,"R",36,"R",32,"R",38413,"R",37664,"R",36934,"R",36934,"R",2850,"R",2307,"R",2114,"R",2114,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21220,"R",21220,"R",21220,"R",24780,"R",3200,"R",3200,"R",3200,"R",4360,"R",3200,"R",3200,"R",3200,"R",4360,"13.1305","R",5418,"R",375,"R",42,2,"R",8,"51.3801","R",39600,"R",4589,"R",66,2,"R",24,"51.3801","R",55000,"A",.,"R",120,2,"R",36,"51.3805","R",46149,"R",5282,"R",64,2,"R",20,"51.3801","R",18000,"A",.,"R",120,2,"R",16,
451121,1,"12.0401","A",.,"A",.,"R",1200,1,"R",9,"R",37,"R",900,"R",26,"R",15400,"R",15400,"R",15400,"R",15400,"R",2750,"R",2750,"R",2750,"R",2750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16271,"R",18602,"R",15050,"R",18491,"R",12247,"R",8603,"R",6447,"R",10175,"R",5236,"R",8862,"R",3608,"R",2905,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451149,5,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15500,"R",16605,"R",16700,"R",16700,"R",2995,"R",3000,"R",3000,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19375,"R",22075,"R",22075,"R",24738,"R",7825,"R",10325,"R",10325,"R",8375,"R",7375,"R",8075,"R",8075,"R",6625,"12.0401","R",15200,"R",3000,"R",1200,1,"R",10,"12.0409","R",8800,"R",1850,"R",600,1,"R",7,"51.3501","R",9300,"R",2150,"R",600,1,"R",9,"12.0402","R",15200,"R",3000,"R",1200,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451158,6,"12.0409","A",.,"A",.,"R",600,1,"R",7,"R",27,"R",900,"R",40,"R",7900,"R",8900,"R",8900,"R",8900,"R",1850,"R",1850,"R",1850,"R",1850,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5825,"R",11104,"R",11104,"R",11414,"R",2754,"R",4523,"R",4523,"R",4671,"R",4651,"R",3773,"R",3773,"R",4374,"12.0401","R",16700,"R",3000,"R",1500,1,"R",13,"12.0401","R",15300,"R",3000,"R",1200,1,"R",10,"51.3501","R",10900,"R",2150,"R",900,1,"R",7,"51.3501","R",9400,"R",2150,"R",600,1,"R",8,"12.0402","R",13100,"R",3000,"R",1200,1,"R",10,
451167,4,"12.0402","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",30,"R",13665,"R",13665,"R",13665,"R",13665,"R",1584,"R",1584,"R",1584,"R",1584,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11980,"R",17560,"R",16930,"R",14280,"R",6750,"R",6000,"R",6070,"R",6730,"R",6750,"R",4280,"R",2630,"R",7420,"12.0401","R",13665,"R",1584,"R",1200,1,"R",10,"12.0410","R",2150,"R",615,"R",300,1,"R",3,"12.0408","R",2150,"R",700,"R",310,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451194,1,"51.3501","A",.,"A",.,"R",775,1,"R",6,"R",23,"R",900,"R",26,"R",9300,"R",9500,"R",9500,"R",9500,"R",1250,"R",1250,"R",1250,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6193,"R",6193,"R",6193,"R",6193,"R",857,"R",857,"R",857,"R",857,"R",857,"R",857,"R",857,"R",857,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451228,3,"11.0901","A",.,"A",.,"R",36,2,"R",11,"R",42,"R",36,"R",42,"R",19178,"R",19351,"R",19351,"R",19351,"R",3627,"R",3454,"R",3454,"R",3454,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12737,"R",13052,"R",13052,"R",17084,"R",5796,"R",4694,"R",4599,"R",6762,"R",5597,"R",4589,"R",4589,"R",7329,"11.1003","R",21213,"R",3592,"R",36,2,"R",11,"11.1001","R",20648,"R",4157,"R",36,2,"R",11,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451237,1,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",29,"R",15000,"R",15750,"R",15750,"R",16500,"R",2775,"R",2775,"R",2775,"R",2775,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5182,"R",9964,"R",9964,"R",10364,"R",2562,"R",4912,"R",4912,"R",5100,"R",2562,"R",4912,"R",5041,"R",5100,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451255,1,"12.0401","A",.,"A",.,"R",1000,1,"R",8,"R",31,"R",900,"R",28,"R",13200,"R",13250,"R",15302,"R",14250,"R",1052,"R",1052,"R",1052,"R",1052,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6200,"R",7874,"R",4766,"R",8269,"R",7595,"R",3627,"R",4658,"R",4658,"R",8618,"R",4433,"R",5317,"R",9052,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451264,5,"51.0801","A",.,"A",.,"R",31,2,"R",11,"R",45,"R",24,"R",38,"R",15050,"R",15200,"R",15200,"R",15925,"R",750,"R",750,"R",750,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14614,"R",15784,"R",15784,"R",20970,"R",4500,"R",5895,"R",5895,"R",5771,"R",3791,"R",3431,"R",3431,"R",4635,"51.0714","R",15200,"R",700,"R",28,2,"R",9,"52.0302","R",15250,"R",650,"R",28,2,"R",9,"11.1001","R",15120,"R",780,"R",28,2,"R",9,"52.0499","R",7595,"R",350,"R",14,2,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451282,6,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",47,"R",900,"R",28,"R",19621,"R",19500,"R",19500,"R",19137,"R",1979,"R",2000,"R",2000,"R",2363,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12267,"R",15299,"R",12126,"R",12126,"R",10458,"R",9858,"R",9858,"R",9858,"R",7379,"R",6063,"R",6063,"R",6063,"12.0409","R",9747,"R",1753,"R",600,1,"R",5,"12.0410","R",9334,"R",1166,"R",600,1,"R",5,"12.0413","R",5991,"R",337,"R",600,1,"R",8,"12.0413","R",1951,"A",.,"R",300,1,"R",4,"12.0413","R",1950,"A",.,"R",300,1,"R",4,
451291,1,"51.3501","R",11125,"R",1732,"R",750,1,"R",10,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451307,5,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",18,"R",900,"R",27,"R",8400,"R",8400,"R",8400,"R",8400,"R",1765,"R",1765,"R",1865,"R",1865,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3438,"R",3506,"R",3578,"R",3578,"R",3150,"R",3213,"R",3281,"R",3281,"R",2336,"R",2381,"R",2430,"R",2430,"51.3501","R",8750,"R",565,"R",625,1,"R",8,"12.0401","R",16500,"R",2000,"R",1500,1,"R",12,"12.0413","R",4950,"R",275,"R",600,1,"R",4,"12.0409","R",2475,"R",275,"R",300,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451316,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",9950,"R",9950,"R",9950,"R",12500,"R",684,"R",684,"R",684,"R",841,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10825,"R",10825,"R",10825,"R",11025,"R",5325,"R",5325,"R",5425,"R",5425,"R",5325,"R",5325,"R",5425,"R",5425,"12.0402","R",9330,"R",907,"R",1000,1,"R",8,"12.0413","R",5098,"R",154,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451334,4,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",13000,"R",13000,"R",13750,"R",13750,"R",1500,"R",1500,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11813,"R",12409,"R",13016,"R",13523,"R",6458,"R",11014,"R",7121,"R",7391,"R",4331,"R",7369,"R",4759,"R",4950,"12.0409","R",8750,"R",1200,"R",750,1,"R",6,"12.0402","R",11750,"R",2200,"R",1000,1,"R",8,"12.0410","R",6050,"R",1200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451343,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",12600,"R",12600,"R",12600,"R",14275,"R",1800,"R",1800,"R",1800,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15500,"R",17188,"R",18750,"R",18788,"R",13688,"R",13688,"R",15625,"R",15000,"R",8538,"R",11250,"R",8125,"R",10100,"12.0410","R",1975,"R",1200,"R",350,1,"R",4,"12.0413","R",5675,"R",1300,"R",1000,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451352,7,"51.0801","A",.,"A",.,"R",31,2,"R",8,"R",32,"R",30,"R",32,"R",18288,"R",18288,"R",19019,"R",19019,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7880,"R",8824,"R",9080,"R",9080,"R",6160,"R",7200,"R",8392,"R",8392,"R",6160,"R",7200,"R",7200,"R",7200,"51.3501","R",19019,"R",1200,"R",900,1,"R",9,"51.0713","R",19019,"R",1200,"R",32,2,"R",8,"51.1009","R",19019,"R",1200,"R",135,1,"R",2,"51.0909","R",19019,"R",1200,"R",48,2,"R",12,"52.0901","R",19019,"R",1200,"R",31,2,"R",8,
451413,7,"51.0910","A",.,"A",.,"R",1745,1,"R",19,"R",74,"R",900,"R",40,"R",49675,"R",52075,"R",52075,"R",56475,"R",1500,"R",1500,"R",1850,"R",2666,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",26085,"R",26085,"R",28527,"R",29175,"R",19814,"R",19814,"R",18926,"R",19314,"R",19814,"R",19814,"R",18926,"R",19314,"51.0911","R",56475,"R",2666,"R",2272,1,"R",19,"51.0907","R",56475,"R",2666,"R",1888,1,"R",19,"51.0909","R",26600,"R",2666,"R",1113,1,"R",11,"51.0904","R",16000,"R",2666,"R",1184,1,"R",11,"51.0801","R",12300,"R",2666,"R",906,1,"R",13,
451459,4,"51.0601","A",.,"A",.,"R",902,1,"R",7,"R",26,"R",902,"R",26,"R",7700,"R",7700,"R",7700,"R",8500,"A",.,"A",.,"A",.,"R",134,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9555,"R",9555,"R",9555,"R",9750,"R",3900,"R",3900,"R",5285,"R",5395,"R",3900,"R",3900,"R",3900,"R",4011,"51.1009","R",2300,"A",.,"R",124,1,"R",4,"15.0501","R",7700,"A",.,"R",600,1,"R",5,"51.0710","R",6800,"A",.,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451468,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",19000,"R",19850,"R",20250,"R",20250,"R",1800,"R",1800,"R",1800,"R",2500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13375,"R",13788,"R",14113,"R",14113,"R",11400,"R",12238,"R",12525,"R",12525,"R",8000,"R",12238,"R",10888,"R",10888,"12.0409","R",11900,"R",1650,"R",750,1,"R",7,"12.0410","A",.,"A",.,"R",300,1,"R",3,"12.0412","A",.,"A",.,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451477,4,"11.0901","A",.,"A",.,"R",36,2,"R",11,"R",42,"R",36,"R",42,"R",18370,"R",19351,"R",19351,"R",19351,"R",3627,"R",3454,"R",3454,"R",3454,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10763,"R",12642,"R",12642,"R",19205,"R",6321,"R",5376,"R",4326,"R",5523,"R",5670,"R",3182,"R",3182,"R",4956,"11.1001","R",20648,"R",4157,"R",36,2,"R",11,"11.1003","R",21213,"R",3592,"R",36,2,"R",11,"11.1002","R",42516,"R",9403,"R",83,2,"R",25,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451495,2,"51.0799","A",.,"A",.,"R",940,1,"R",10,"R",40,"R",940,"R",40,"R",11369,"R",11369,"R",11369,"R",11369,"R",950,"R",950,"R",950,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10810,"R",11360,"R",11690,"R",12020,"R",9590,"R",10080,"R",10790,"R",11100,"R",9590,"R",10080,"R",10790,"R",11100,"52.0408","R",13145,"R",1250,"R",930,1,"R",10,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
451501,8,"12.0402","A",.,"A",.,"R",36,2,"R",12,"R",48,"R",36,"R",48,"R",9000,"R",9270,"R",9305,"R",9453,"R",260,"R",315,"R",430,"R",505,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8172,"R",8292,"R",8340,"R",8220,"R",6540,"R",6624,"R",6672,"R",6576,"R",4908,"R",4968,"R",5004,"R",4932,"12.0401","R",9453,"R",505,"R",36,2,"R",12,"12.0410","R",6422,"R",285,"R",24,2,"R",8,"12.0406","R",6317,"R",390,"R",24,2,"R",8,"12.0402","R",6277,"R",430,"R",24,2,"R",8,"12.0401","R",6277,"R",430,"R",24,2,"R",8,
